Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,Explicit Track,Unnamed: 28
ANDO,ANDO,Jere Klein,27/09/2023,QMDA72363047,122,139,292789738,28591,30905957,72.0,406307035,809942,1900606,68341852,872862858,1969191415,11.0,1754,,15.0,8391160,1.0,764473,5168,,1195337,1.0,
First Class,First Class,Jack Harlow,08/04/2022,USAT22203024,123,"138,6",818858244,223609,49586777,71.0,231229581,2756840,1610614,624748318,6890780336,3849170813,148.0,666615,4406.0,37.0,759989,77.0,117451442,40907,24111168,4244972,1.0,
FE!N,UTOPIA,Travis Scott,28/07/2023,USSM12305010,124,"137,8",659010786,129923,93969186,86.0,125203447,1990342,22100,13787343,107398826,244390161,87.0,37314,361.0,46.0,2137898,38.0,3029375,6510,14942955,1839283,1.0,
Save Your Tears - Live,After Hours (Live At SoFi Stadium),The Weeknd,03/03/2023,USUG12301493,125,"137,7",3913988,545,1054122,40.0,1577017938,9304666,,,,2651764724,,25,,,,,5260,,,,1.0,
Losing Interest - Original Mix,Losing Interest (Original),Goovex,10/06/2024,CA5KR2465999,126,"136,4",126247886,5,5973,1.0,,,,,,,,,,,,,,,,,0.0,
I Ain't Worried,op Gun: Maverick Music from the Motion Picture,OneRepublic,13/05/2022,USUM72206227,127,"136,2",1607421145,212406,160444270,83.0,409785349,3326477,247865,155593087,1825552705,2563240162,267.0,523907,3418.0,111.0,4754372,75.0,152770142,49622,,9091826,0.0,
Drained of Color,Drained of Color,Exhumed,30/08/2022,US2642250302,129,134,158627,635,18765,16.0,2156140830,,9,422,4484,1318392,,29,,,,,1132,,,208,0.0,
Mood (feat. iann dior),Mood (feat. Iann Dior),24kGoldn,24/07/2020,USQX92003025,130,133,1867736006,302486,82611625,76.0,747126783,10795292,2467227,160756733,1768836179,2069527154,329.0,931316,1897.0,273.0,3821598,85.0,240562062,131540,40756476,10228436,1.0,
Dynamite,Dynamite,BTS,21/08/2020,QM7282022872,131,"132,3",1872577908,144619,51186002,74.0,2638957320,62311179,3098499,662794945,5063720138,2199001119,323.0,351169,198.0,355.0,1888088,98.0,,,,7896781,0.0,
Looking Like a Wow End of Year 2023,Looking Like a Wow,WasteLand,10/12/2023,GXBAV2381801,132,"130,7",8327,3,8,,,,4200000,3646489,73318253,,,,,,,,,,,522,0.0,
Someone You Loved,Breach,Lewis Capaldi,08/11/2018,DEUM71807062,133,"129,7",3427498835,338763,160553919,82.0,2153701892,20891433,1940473,212007614,2161032034,2333853734,408.0,600211,381.0,502.0,4834088,110.0,427212257,357540,,29266297,0.0,
Made You Look,Takin' It Back,Meghan Trainor,21/10/2022,USSM12204574,135,"129,5",720720922,74295,89509926,77.0,221078988,2557839,4687520,1252326407,15247253457,718932832,108.0,412680,5869.0,43.0,1491347,59.0,81828913,36462,,3086624,0.0,
PHONK BRASILEIRO FRESCO (Slowed + Reverb),PHONK BRASILEIRO FRESCO,DJ MOIGUS,22/06/2023,QZMEQ2306756,136,"129,4",1378494,351,43395,34.0,1022331,22739,7702832,90289248,1272592848,,,,,,,,,,,50550,0.0,
"Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]","Sooseki (From ""Pushpa 2 The Rule"") [TELUGU]",Shreya Ghoshal,29/05/2024,INS182401602,137,"129,1",2827545,62,1433870,,54330074,801621,,,,,,,,,,10.0,,,,5620,0.0,
vampire,vampire,Olivia Rodrigo,30/06/2023,USUG12304091,138,"128,9",998964097,90793,87801398,18.0,113450524,2108657,394640,152624014,1448207880,1111017294,173.0,161513,93.0,61.0,5239925,128.0,28318435,67590,4296515,4872257,1.0,
Casca de Bala,A Cara das Vaquejadas 3.0,Thullio Milionario,01/03/2024,BCAEW2400001,139,"128,5",37157630,2052,30387641,74.0,63418833,427441,1600000,853176,8850449,149589609,11.0,190,,32.0,8460458,11.0,,,,42895,0.0,
Back,Back,LOLA,03/08/2022,UKQNV2100272,140,128,48428,92,15747,3.0,2123978358,5670850,111,102828,735317,,,46,,,,,,,,,0.0,
People,People - Single,Libianca,05/12/2022,QZTB52268087,141,"127,8",631955547,121823,45030006,74.0,305998382,2647341,3168854,243797561,3233505931,704906130,145.0,122781,202.0,74.0,1217657,54.0,9017480,11289,8026553,6121126,1.0,
Jedag Jedug Capcut 2024,Jedag Jedug Capcut 2024,Afrian Af,05/01/2024,ATR981312465,142,"127,4",,1,47,,,,3528100,37591836,688302023,,,,,,,,,,,,1.0,
Lady Killers II (Christoph Andersson Remix),Lady Killers II (Christoph Andersson Remix),G-Eazy,17/03/2024,TCAIA2495220,143,"127,3",94635338,10537,11716074,,944314,17943,1300000,182937084,1542242100,,13.0,,2.0,,,8.0,684557,1079,,1597467,1.0,
I Don't Wanna Wait,I Don't Wanna Wait,David Guetta,05/04/2024,UKWLG2400013,144,"126,9",114574238,10564,180987712,84.0,9134225,124326,299000,4419373,79796400,3117914,87.0,86814,159.0,128.0,35099280,133.0,4503872,442,422718,,0.0,
Abc,Abc,J Ross,14/02/2023,CLLU22300585,145,"126,6",31867,5,5100,1.0,1538564650,2066653,,,,,,174,,,,,,,,1178,0.0,
La Bachata,La Bachata,Manuel Turizo,26/05/2022,QZDYA1800087,146,"126,2",1721045197,156941,97122096,81.0,798827877,3379928,1614275,209367923,2596777974,420585933,142.0,152522,1161.0,97.0,8709032,133.0,47203290,19769,,4817885,0.0,
Peaches (feat. Daniel Caesar & Giveon),Justice,Justin Bieber,19/03/2021,USUM72102636,148,"125,2",1612286123,282719,97390961,74.0,1019256266,10280320,1404274,502778982,4702037810,2889452237,348.0,569287,789.0,342.0,2587713,90.0,92111798,90598,,7848760,1.0,
Don't Start Now,Don't Start Now,Dua Lipa,31/10/2019,GBAHT1901121,149,"124,6",2607121959,270230,143953432,78.0,1201600884,10239198,4725570,414013363,3535661993,2374637534,581.0,999941,954.0,632.0,4254903,118.0,313923242,99949,,13421701,0.0,
Lucid Dreams,Lucid Dreams,Juice WRLD,04/05/2018,USUG11800685,150,"123,9",2548389305,339306,75858140,78.0,987143411,9384427,1900813,44442433,338071383,274498079,153.0,69562,132.0,54.0,442640,36.0,259400789,552552,257459352,9308937,1.0,
PROVENZA,PROVENZA,KAROL G,22/04/2022,USUM72205906,151,"123,8",1185929926,103026,64847502,76.0,1229843060,5870729,1300337,251445963,2829294043,763687717,115.0,130158,688.0,75.0,7349218,90.0,92136339,29371,,3397861,0.0,
WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,07/08/2020,USAT22005111,152,"123,4",1325725696,171255,53040559,72.0,1329826741,15965491,8470921,1183499351,9539547626,181452145,222.0,91249,306.0,94.0,249116,50.0,184950173,397731,,4618794,1.0,
SPOT!,SPOT!,ZICO,26/04/2024,USA2P2421932,153,"122,8",77757035,3407,35428519,81.0,100148771,2531168,99900,46645177,366905484,24981456,27.0,1861,51.0,2.0,151901,20.0,63300,98,,173263,0.0,
Family Matters,Family Matters,Drake,03/05/2024,USUG12402984,154,"122,7",72335127,8696,36774031,86.0,41492122,1034563,,,,166330702,38.0,1488,,16.0,1504365,60.0,3065493,2302,2401049,283217,1.0,
Again,Missing,Kurochuu,09/06/2024,CA5KR2466577,155,"122,5",136237285,2,2190,2.0,,,,,,,,,,,,,,,,,0.0,
Seven (feat. Latto) (Explicit Ver.),Seven (feat. Latto),Jung Kook,14/07/2023,USA2P2330093,156,"122,4",1673557134,54950,91343768,80.0,397523735,10125293,341522,114990786,761760624,1800517153,86.0,23714,861.0,54.0,5286388,56.0,6442882,4352,,2310409,1.0,
Last Night,3 Songs At A Time Sampler,Morgan Wallen,31/01/2023,USUG12300802,157,"121,9",922010059,107189,61174155,79.0,141852059,567295,285414,61112010,811685466,182412108,106.0,18364,1846.0,7.0,33712,38.0,307115852,200650,13022144,2665347,1.0,
Too Sweet,Unreal Unearth: Unheard,Hozier,22/03/2024,IEACJ2300335,158,"121,2",532012790,22396,130752527,85.0,13119247,218957,,,,,235.0,6952,,85.0,25307005,108.0,,,119813,2580089,0.0,
Bad Habits,#NOME?,Ed Sheeran,01/01/2020,GBAHS2100318,159,"120,8",1754311538,271758,62218811,74.0,958790883,7686994,1036355,225139300,2658904267,3526952174,454.0,1347725,1035.0,352.0,7318680,136.0,269834154,88143,17144484,15886717,0.0,
QLONA,FALSO,KAROL G,10/08/2023,USUG12305257,160,"120,7",850810162,56104,79334561,82.0,258553384,1174349,1167300,58820722,717259721,590681204,72.0,39951,4.0,57.0,7146260,83.0,32210732,12492,,1537093,1.0,
Leave The Door Open,Leave The Door Open,Bruno Mars,05/03/2021,USAT22100906,161,"120,1",1312168384,248793,50068571,75.0,993324548,9537455,1503567,369280607,3350704343,2421128623,308.0,557867,309.0,120.0,1553392,103.0,149304590,91366,,10288388,0.0,
good 4 u,good 4 u,Olivia Rodrigo,14/05/2021,USUG12101245,163,"117,8",2167768056,309421,72787213,79.0,773591065,11098007,1893481,1080682523,8186754429,2285796743,355.0,4835,1283.0,98.0,1610293,102.0,119030447,170032,19263268,,1.0,
bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,29/03/2019,USUM71900764,164,"117,7",2516804300,296739,113315017,76.0,1779243626,26239833,3774645,177247662,1409756969,2066888119,432.0,353076,1024.0,258.0,3123258,174.0,229833113,534958,,18994040,0.0,
ROCKSTAR (feat. Roddy Ricch),BLAME IT ON BABY,DaBaby,17/04/2020,USUM72007941,167,"116,7",1638836101,272933,50425049,70.0,1170441361,13667470,5241838,364560431,3869815694,201859518,216.0,298661,62.0,98.0,1699879,47.0,245618280,272002,,7646337,1.0,
Eyes Closed,Eyes Closed (Piano Version),Ed Sheeran,23/03/2023,GBAHS2201304,168,"116,6",372423476,44730,21933393,71.0,131308671,1074684,1102985,38959591,830123390,961201576,132.0,644972,287.0,32.0,1018314,68.0,40613139,6969,,2886987,0.0,
I Remember Everything (feat. Kacey Musgraves),I Remember Everything (feat. Kacey Musgraves),Zach Bryan,24/08/2023,USWB12304903,169,"116,5",630373315,70400,105320547,84.0,50938569,246731,215433,70110809,586454750,207483261,95.0,83414,35.0,47.0,9094602,112.0,147144967,33058,5597165,1673932,0.0,
Circles,Circles,Post Malone,30/08/2019,USUM71915699,170,116,2481391466,332437,124491320,80.0,1116323669,8490012,83111,26892604,273522601,841624305,355.0,1015731,413.0,311.0,1603280,69.0,448494186,212174,,13634519,0.0,
EL AMOR DE SU VIDA,EL AMOR DE SU VIDA,Grupo Frontera,03/08/2023,DGA062382895,171,"115,9",474590289,24891,25915889,78.0,577930708,1569516,136500,32754141,509287649,1484713132,27.0,15783,215.0,22.0,2762020,27.0,44676754,9094,774895,1173817,0.0,
About Damn Time,About Damn Time,Lizzo,14/04/2022,USAT22202139,172,"115,6",847025688,104052,47808065,66.0,106024874,1080393,3030761,1522267606,15665483220,22274346,215.0,1024138,2826.0,143.0,1456203,4.0,,,,5445721,1.0,
Closer,Closer,The Chainsmokers,29/07/2016,USQX91601347,173,"114,6",2880536961,285381,129399627,80.0,4086121880,22091228,1103074,100536756,514053404,467800052,385.0,316965,467.0,284.0,838570,78.0,819509308,739296,,16185008,0.0,
FLOWER,ME,JISOO,31/03/2023,KRA402300002,174,"114,3",440364356,26107,15314737,70.0,525156884,10820829,3411209,550993898,6724997940,68869541,33.0,11830,92.0,6.0,26844,35.0,1335366,3263,,1058579,0.0,
PERRO NEGRO,FALSO,Bad Bunny,13/10/2023,QMFME2364199,175,"114,2",689181455,61138,90492257,83.0,183381482,738123,213300,49332435,487440417,546833520,67.0,32507,175.0,51.0,13729294,44.0,14039085,3684,2473108,930098,1.0,
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,06/10/2023,USUG12306085,176,"113,2",372248119,68037,44498005,,86580734,1106306,77600,20713030,128182068,384403788,53.0,44112,31.0,13.0,481832,39.0,19029194,36347,9898507,2131059,1.0,
Havana (feat. Young Thug),Havana,Camila Cabello,03/08/2017,USSM11706905,177,"112,8",2072182782,194332,86159672,75.0,3952909529,32333846,1314091,53911465,546650805,2137655536,342.0,175317,563.0,541.0,1593590,95.0,455553499,772600,,16095913,0.0,
LUNA,FERXXOCALIPSIS,Feid,01/12/2023,USUM72318216,178,"112,6",606124553,40628,139802900,86.0,166363445,1019744,14519,5128004,29601244,476273095,80.0,51631,170.0,64.0,14011480,31.0,1550124,1179,,1704574,0.0,
I Like You (A Happier Song) (with Doja Cat),Twelve Carat Toothache,Post Malone,03/06/2022,USUM72208023,179,"112,5",827950825,118965,64661540,73.0,299001099,2751490,172228,118133115,1359837461,3624466116,83.0,761996,2175.0,43.0,3276564,70.0,150508004,31988,6459716,3384275,1.0,
Bones,Bones,Imagine Dragons,11/03/2022,USUM72201759,180,112,1227475431,180053,70861210,78.0,584854654,6691488,341199,191133207,2255843288,3064084870,94.0,305868,1789.0,47.0,1718874,67.0,124506820,66190,,7031981,0.0,
Selfish,Selfish,Justin Timberlake,25/01/2024,USRC12400001,181,"111,8",92932220,8847,31258778,,42581931,513055,,,,1607922581,73.0,232736,18.0,75.0,12673906,43.0,28794637,6080,64503,1440935,0.0,
golden hour,golden hour,JVKE,15/07/2022,GBKPL2204171,183,"111,4",1126986320,200887,45885823,73.0,293553015,5388022,461623,313934124,2305840359,2451087344,77.0,148360,719.0,22.0,379311,35.0,32611885,64225,14112455,3897680,0.0,
Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,27/03/2020,GBAHT2000942,184,"111,3",2074721986,255296,109442317,77.0,1665434424,15432964,858364,324510578,2649555956,4124133645,388.0,476547,659.0,250.0,2098761,46.0,188728577,98317,,7948325,0.0,
Get It Sexyy,Get It Sexyy,Sexyy Red,15/03/2024,QZSYP2454435,185,"111,1",89362910,7377,70714216,84.0,37676729,525264,361700,71058620,476545000,126493852,52.0,52534,976.0,4.0,57534,58.0,10234988,14251,2263132,514293,1.0,
"This Wish - From ""Wish""","This Wish (From ""Wish"")",Ariana DeBose,18/10/2023,USWD12328242,186,"110,9",26674909,2673,8562091,19.0,7863539,84565,4304279,50776319,709276580,300010,36.0,214,,4.0,81296,20.0,1639744,2942,,87704,0.0,
IDGAF (feat. Yeat),For All The Dogs,Drake,06/10/2023,USUG12306072,187,"110,8",406875019,85930,45178662,,39850191,427973,1225,2163852,22689637,11148894,29.0,4395,109.0,16.0,435466,29.0,1498994,6021,16555878,964984,1.0,
Ojitos Lindos,Un Verano Sin Ti,Bad Bunny,06/05/2022,QM6MZ2214888,188,"110,7",1421763497,152592,62313059,78.0,945857087,5587691,179400,14518451,225142753,171156518,91.0,72953,191.0,42.0,6938988,49.0,57148186,17651,,3087489,0.0,
Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,10/01/2020,USSM11914962,189,"110,2",1237874594,276882,51153940,67.0,2430804498,12334565,584648,77631196,964755757,430690809,187.0,7602,47.0,95.0,487631,32.0,222732085,88462,,5329382,1.0,
Escapism.,Escapism. / The Thrill Is Gone.,RAYE,12/10/2022,QMDA62217995,190,"110,1",804925777,128247,62532855,75.0,175393116,1729347,935169,362063344,3209982240,841611064,138.0,400246,65.0,65.0,8982560,66.0,21279325,11614,9065143,6548714,1.0,
Stargazing,Stargazing,Myles Smith,10/05/2024,GBARL2400510,191,"109,8",106599323,9406,164949597,87.0,10331471,167936,,279000,4700000,38232470,120.0,11172,14.0,93.0,14817504,109.0,3667355,548,990796,,0.0,
Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind",Drake,17/06/2022,USUG12204897,192,"109,7",971473231,239671,77479207,78.0,198796965,2003253,803500,85725313,926300276,327806846,110.0,1041,641.0,18.0,314003,57.0,50899547,48037,24117364,3142892,1.0,
What You Know Bout Love,Shoot For The Stars Aim For The Moon,Pop Smoke,03/07/2020,USUM72013339,193,"109,5",1125681368,251023,32574699,72.0,306628096,3322075,5487112,345484397,2775640343,258709304,119.0,372838,744.0,21.0,94686,22.0,224742683,79225,70901053,3908069,1.0,
Memories,Memories,Maroon 5,20/09/2019,USUM71913350,194,"109,3",2011072164,222804,49920599,77.0,1290292327,11720744,2377898,155233360,1458416059,2403585054,268.0,765565,403.0,445.0,1033541,50.0,403824864,253642,,14241952,0.0,
Classy 101,Classy 101,Feid,31/03/2023,USUM72304895,195,"109,1",872148396,90726,70485920,78.0,477047694,1887642,459540,102272836,1113541743,1850185458,94.0,46835,186.0,50.0,12249404,55.0,11049774,3399,,1625704,1.0,
Whatever,Whatever,Kygo,19/01/2024,USRC12302637,196,109,222354971,17551,159961203,83.0,45439562,522558,,,,1880782257,111.0,191358,278.0,171.0,32320584,109.0,10225886,568,,1421900,0.0,
Whatever She Wants,Whatever She Wants,Bryson Tiller,13/02/2024,USRC12400299,197,"108,4",207093873,23181,114051028,87.0,19787472,254004,67400,22398663,298300000,320540886,61.0,5477,577.0,31.0,1483573,65.0,6895257,6101,13917600,,1.0,
Vois sur ton chemin - Techno Mix,Vois sur ton chemin (Techno Mix),BENNETT,04/08/2023,DEA622301801,198,"107,8",361517395,119783,95312340,80.0,37192341,491577,13334,1804060,35999853,3117914,56.0,56118,,52.0,4459149,23.0,,,5166756,4372188,0.0,
"yes, and?","yes, and?",Ariana Grande,12/01/2024,USUM72400048,199,"107,5",416813996,22468,101875097,,115105080,2893111,77900,5912130,10072539,2382932899,106.0,79382,114.0,87.0,6747701,92.0,3441709,3255,1419525,1028262,1.0,
Without Me,Without Me,Halsey,04/10/2018,USUM71813499,200,"107,4",2042792456,198888,69311277,75.0,2018089906,20528541,3897257,208270183,2216715741,2352917415,180.0,320792,300.0,69.0,646681,89.0,562568504,360183,24711739,14816076,1.0,
meet the grahams,meet the grahams,Kendrick Lamar,03/05/2024,USUG12400909,201,"107,3",65520394,8933,15896982,,36834647,1700363,,1542400,7700000,127419599,13.0,275,,7.0,397856,22.0,1062564,2314,1683570,185009,1.0,
First Person Shooter (feat. J. Cole),For All The Dogs,Drake,06/10/2023,USUG12306071,202,"107,1",328526298,72252,68612350,,61769035,1228629,859,267545,2571188,1488182707,54.0,99793,16.0,19.0,2797550,49.0,28093871,6623,6962286,1198582,1.0,
Shallow,Shallow,Lady Gaga,27/09/2018,USUM71813192,204,"106,9",2447973078,221822,90174192,78.0,2732311956,15274815,52698,11103476,168789459,2310840501,261.0,228874,135.0,158.0,1551217,95.0,387105091,651760,1196386,153863,0.0,
Thunder,Thunder,Imagine Dragons,27/04/2017,USUM71704167,203,"106,9",2384768901,244951,88329475,79.0,2707166590,16780231,1839173,79131934,906537912,222980374,225.0,273249,509.0,226.0,1148532,43.0,688060560,1104391,,13844050,0.0,
Rush,Rush,Ayra Starr,16/09/2022,NGA3B2216004,205,"106,4",371886608,98009,19411516,67.0,361174452,1904397,3035139,98505939,1454848289,269311214,162.0,85871,230.0,47.0,2772886,67.0,10681624,3972,9245741,8870769,0.0,
abcdefu,abcdefu,GAYLE,13/08/2021,USAT22103652,206,"106,2",1128273165,193857,61311826,70.0,499895662,6801671,2167302,1127247971,12414681151,3366280433,209.0,470778,1509.0,79.0,4946332,45.0,154675499,105068,,7565502,1.0,
Buga,Buga,Kizz Daniel,03/05/2022,USUYG1425645,208,"105,8",86516910,30835,3440925,57.0,266679537,1536035,10289181,119876546,1872751535,29657775,51.0,13698,,9.0,580760,19.0,7380862,2596,,3876226,0.0,
Bad Habit,Bad Habit,Steve Lacy,29/06/2022,USRC12201440,207,"105,8",1087938471,220515,63054597,73.0,147472695,2050299,902163,360938850,2783442788,2111662944,132.0,2962,1461.0,69.0,3999785,58.0,13639179,45788,26683563,4118983,1.0,
MONEY,LALISA,LISA,10/09/2021,KRA402100099,210,"105,5",1189335848,103236,33637835,73.0,1323718887,20328622,3707867,1292738947,12516703531,1203702704,54.0,29685,461.0,29.0,484446,25.0,4765438,18921,,3720737,1.0,
Columbia,Columbia,Quevedo,07/07/2023,BK4DA2310533,209,"105,5",721002940,84161,56226278,79.0,266411536,1343262,372100,71411756,752868970,535715103,47.0,51158,44.0,39.0,1537049,64.0,260176,1269,120842,1148958,0.0,
LADY GAGA,LADY GAGA,Peso Pluma,22/06/2023,QM7282306246,212,"105,2",684204777,48370,25130304,78.0,362779953,1617493,777100,112400175,1207597707,297822969,51.0,4811,27.0,22.0,13901598,32.0,21933646,13520,5928532,1567605,1.0,
Woman,Planet Her,Doja Cat,25/06/2021,USRC12101532,211,"105,2",1606950381,217443,95985096,78.0,641326002,7454749,2148350,795146493,5944657895,3148985028,217.0,414829,1849.0,84.0,3363038,42.0,64368314,44396,,5907933,1.0,
CUFF IT,RENAISSANCE,Beyonce,29/07/2022,USSM12206232,213,"104,9",795960535,100204,68659216,73.0,176996169,1606296,2762888,945005125,11215597325,251341543,182.0,481547,818.0,108.0,3025424,142.0,41249326,32516,,3861203,1.0,
KING KONG,KING KONG,TREASURE,28/05/2024,KRA402400030,214,"104,5",8078265,207,12311489,68.0,44927750,931230,,,,,10.0,70,,5.0,572,25.0,6554,4,,12404,0.0,
How You Like That,How You Like That,BLACKPINK,25/06/2020,KRA402000111,215,"104,5",1033109188,82170,21177170,68.0,1584676582,29210301,10007464,628046798,7988463856,328047537,96.0,36043,37.0,34.0,130559,46.0,8108765,42199,,3461123,0.0,
Milf Song,Milf Song,The Puddleducks,19/08/2022,QZMEP2285895,216,"104,5",1165982,1176,23110,28.0,1704936540,3631067,1865,1476436,7758599,1318392,,1,,,,,,,,1261,0.0,
Nasty,Nasty,Tinashe,12/04/2024,USLD91757578,217,"104,4",31612906,3887,106475497,76.0,6277949,171470,535464,171691158,1051026401,480,38.0,1638,13.0,3.0,153459,69.0,154795,1095,3832811,336779,0.0,
Superhero (Heroes & Villains),HEROES & VILLAINS,Metro Boomin,02/12/2022,USUG12208783,218,"104,4",706356280,166277,62975073,77.0,172653099,1750863,32432,14181961,108461504,205280243,56.0,72856,331.0,13.0,1040628,41.0,27896080,16722,22121803,2363066,1.0,
Panda,Panda,Desiigner,26/02/2016,USUM71601094,219,"104,2",1181348550,170002,34000497,62.0,2277330940,22334292,3823774,33020704,283835852,190757316,245.0,22143,113.0,63.0,559832,14.0,375337428,1442436,212661473,10372624,1.0,
Push Ups,Push Ups,Drake,19/04/2024,USUG12402283,220,"103,9",107762230,14601,74447627,,14792036,301396,,,,26026257,42.0,157,6.0,12.0,1162053,54.0,5661793,2749,3092295,432776,1.0,
